epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
46,0.9618353247642517,0.9949021935462952,0.9944246411323547,0.09489733725786209,0.9988956451416016,0.8461538553237915,0.9722222089767456,0.9807692170143127,0.14964193105697632,0.997863233089447
47,0.9618055820465088,0.9948835968971252,0.9948611259460449,0.09543129056692123,0.9987950921058655,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.15669654309749603,0.997863233089447
48,0.9649206399917603,0.9951887726783752,0.9951388835906982,0.09418842196464539,0.9991117119789124,0.8653846383094788,0.9764957427978516,0.9807692170143127,0.16036772727966309,0.995726466178894
49,0.9630357623100281,0.995143473148346,0.9948611259460449,0.09419028460979462,0.9988877773284912,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.16547253727912903,0.995726466178894
50,0.9664385318756104,0.9955524206161499,0.9951388835906982,0.0935717448592186,0.998980700969696,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.16914507746696472,0.995726466178894
51,0.9619245529174805,0.9949904084205627,0.9953967928886414,0.09460525959730148,0.9990423321723938,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.1543537974357605,0.995726466178894
52,0.9695634841918945,0.9962006211280823,0.9968055486679077,0.09121261537075043,0.9990885853767395,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.14962133765220642,0.997863233089447
53,0.9700000286102295,0.9960330128669739,0.9954861402511597,0.09129699319601059,0.9992895126342773,0.8461538553237915,0.9722222089767456,0.9807692170143127,0.1479213982820511,0.997863233089447
54,0.9679861068725586,0.9957170486450195,0.9962499737739563,0.09318665415048599,0.9989342093467712,0.8461538553237915,0.9722222089767456,0.9807692170143127,0.148282989859581,0.997863233089447
55,0.9697520136833191,0.995835542678833,0.9959027767181396,0.09254176914691925,0.9990193843841553,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.14314475655555725,0.997863233089447
56,0.9695833325386047,0.9957325458526611,0.9959027767181396,0.09256948530673981,0.999127209186554,0.8846153616905212,0.9764957427978516,0.9807692170143127,0.13728554546833038,0.997863233089447
57,0.9714385271072388,0.9960384368896484,0.996666669845581,0.09162445366382599,0.9991119503974915,0.8846153616905212,0.9786324501037598,0.9807692170143127,0.139357790350914,0.997863233089447
58,0.9705356955528259,0.9959613084793091,0.9967361092567444,0.09204314649105072,0.9991658329963684,0.8653846383094788,0.9743589758872986,0.9807692170143127,0.14301618933677673,0.997863233089447
59,0.9711210131645203,0.9964427947998047,0.9969444274902344,0.0896652415394783,0.9991425275802612,0.8653846383094788,0.9764957427978516,0.9807692170143127,0.1405867487192154,0.997863233089447
